SGDStep,Alpha,Energy
94,0.45690653912723433,23.79125693104172
95,0.45724425508601213,23.995564403082245
96,0.4572275294912266,24.046264595725365
97,0.45706845081705794,23.654835515154375
98,0.4570443664557535,24.022780554915037
99,0.4573366794170201,24.156231769747116
100,0.45769233556198896,24.138238298100752
101,0.45829160333568864,24.613762747019212
102,0.4587175686858408,24.18831707924293
103,0.45898394903818435,24.753208207673108
104,0.46001589456912195,24.074706621343548
105,0.4599025238219989,23.741965730002185
106,0.46034314686275213,23.761152821193576
107,0.4603920329279769,23.94602855964002
108,0.46084303646499364,24.201143828252377
109,0.4608398498324134,23.866479205389762
110,0.46128526070067283,24.14902940818891
111,0.46245652102901635,24.045996695452114
112,0.46237187061165685,24.099416473927377
113,0.4627040911396704,24.15367708453881
114,0.4627944374334091,24.143059606176642
115,0.46319790475121064,24.069832537846054
116,0.46466579892115506,24.504804531945503
117,0.4645892889192306,24.188919685008848
118,0.4646259960183444,23.84445493454445
119,0.4646517823257838,24.42669201700109
120,0.46514251565254794,24.087549240170773
121,0.46562767558141355,24.444883230568866
122,0.46591142198291075,24.380497554799675
123,0.4683010298652664,23.95438551264489
124,0.4683596923415555,23.978733942821737
125,0.4682211621686004,24.746376004141197
126,0.4684111206615265,23.914789672513113
127,0.4690452488396341,24.42545983039403
128,0.4690994447930166,24.267244647935836
129,0.46941582579552643,24.749747997474394
130,0.4698272045883117,23.98754797851209
131,0.4700649923962179,24.185589802983365
132,0.47079566947212925,24.534455746844355
133,0.47090553330929774,24.614386155647903
134,0.47161227958304763,24.26064909340027
135,0.47197863091361,23.749703658418234
136,0.4718888640642753,23.956822026416422
137,0.47212070218892205,24.328153663285747
138,0.47211959797575676,24.066148563324727
139,0.472038816132072,24.168667731008426
140,0.4720410307259689,24.207508625498964
141,0.4723969227327306,24.055102800818588
142,0.4726239923593117,24.2410825839808
143,0.47243051383449675,24.05223151670259
144,0.4724732671867322,23.967743139983764
145,0.47240279426163917,24.1408350006687
146,0.4726662236670947,24.74860442381998
147,0.4733566269569576,24.406208241924865
148,0.4736781885387816,24.07041274870123
149,0.47354184849889996,24.15521519858885
